Name,Department,Quality Rating,Number of Ratings,Would Take Again,Difficulty
Marilene Barros,Spanish,4.3,19 ratings,100%,2.4
Azucena Trincado Murugarren,Spanish,3.8,6 ratings,67%,2.7
Julie Portillo,Spanish,1.8,3 ratings,N/A,3.7
Ernesto Amaya,Spanish,5.0,3 ratings,100%,2.7
Patricia Faundez,Spanish,4.0,1 ratings,100%,1
Carolina Galvis,Spanish,0.0,0 ratings,N/A,0
Jasmine McBeath,Spanish,0.0,0 ratings,N/A,0
Sebastian Stratan,Spanish,0.0,0 ratings,N/A,0
Kiley Guyton Acosta,Spanish,4.7,14 ratings,91%,2.4
Julissa Pena,Spanish,4.5,13 ratings,100%,2
Caragh Barry,Spanish,2.4,8 ratings,25%,4.1
Stephen Watson,Spanish,3.0,8 ratings,75%,3.3
Estibalitz Ezkerra-Vega,Spanish,4.9,7 ratings,100%,2
Robert Casas,Spanish,4.5,2 ratings,100%,2.5
Helena Borrell-Carreras,Spanish,4.0,1 ratings,N/A,3
Magdalena Padilla,Spanish,5.0,1 ratings,100%,4
Mariela Aguilar,Spanish,0.0,0 ratings,N/A,0
Canto Carroll,Spanish,0.0,0 ratings,N/A,0
Justine Meyr,Spanish,5.0,32 ratings,100%,2.1
Nuno Brito,Spanish,4.3,9 ratings,100%,2.9
Diana Palenzuela,Spanish,4.4,6 ratings,N/A,1.8
Meagan Carter,Spanish,2.3,6 ratings,34%,3.3
Rafael Andugar,Spanish,4.5,6 ratings,84%,2.8
Jennifer Amador,Spanish,1.8,5 ratings,20%,3.2
Leah Chirinos-Aleman,Spanish,3.9,4 ratings,100%,3
Eloisa Alcocer,Spanish,4.7,3 ratings,N/A,2.3
Adriana Guillen,Spanish,5.0,2 ratings,100%,3.5
Jackie Peláez,Spanish,5.0,2 ratings,N/A,3.5
Manaíra Athayde,Spanish,5.0,2 ratings,100%,2
Daniel Rios Arroyo,Spanish,5.0,1 ratings,100%,3
Eloi Grasset,Spanish & Portuguese,4.9,14 ratings,100%,2.6
Pedro Lopes De Almeida,Spanish & Portuguese,4.7,3 ratings,N/A,1.7
Ricardo Brites,Spanish & Portuguese,3.3,3 ratings,N/A,2
Jacqueline Pelaez,Spanish & Portuguese,4.5,1 ratings,N/A,3
Victor Fuentes,Spanish & Portuguese,3.0,1 ratings,N/A,2
Xiaorui Chu,Spanish & Portuguese,0.0,0 ratings,N/A,0
Rosana Ceniceros,Spanish & Portuguese,4.9,7 ratings,100%,3.3
Jovana Gomez,Spanish & Portuguese,2.3,6 ratings,17%,3.8
Evelyn Vera-Flandez,Spanish & Portuguese,1.0,1 ratings,0%,3
Rui Chu,Spanish & Portuguese,0.0,0 ratings,N/A,0
Pedro Craveiro,Spanish & Portuguese,5.0,40 ratings,100%,3
Luis Hernandez,Spanish & Portuguese,4.8,7 ratings,N/A,1.9
Samanta de Frutos Garcia,Spanish & Portuguese,5.0,6 ratings,100%,2.7
Julio Perez,Spanish & Portuguese,3.4,4 ratings,N/A,3
Sarah Townsend,Spanish & Portuguese,4.0,1 ratings,N/A,2
Andre Correa de Sa,Spanish & Portuguese,4.4,9 ratings,89%,2.3
Omar Pimienta,Spanish & Portuguese,5.0,1 ratings,100%,3
Aline De Almeida,Spanish & Portuguese,3.0,1 ratings,100%,3
Julia Brown,Spanish & Portuguese,0.0,0 ratings,N/A,0
Sara Poot-Herrera,Spanish & Portuguese,3.1,33 ratings,38%,3
Alexandra Lopez-Vera,Spanish & Portuguese,5.0,5 ratings,100%,2.4
Aline Almeida,Spanish & Portuguese,5.0,1 ratings,100%,3
Chenxi Fu,Spanish & Portuguese,0.0,0 ratings,N/A,0
Alec Lewis,Spanish & Portuguese,0.0,0 ratings,N/A,0
Wade Herndon,Statistics,4.3,34 ratings,100%,2.4
Janos Englander,Statistics,1.9,29 ratings,N/A,3.4
Alexander Petersen,Statistics,3.7,14 ratings,72%,3.4
Wenjian Liu,Statistics,3.0,8 ratings,N/A,2.8
Ethan Marzban,Statistics,2.9,11 ratings,46%,3.4
Minwoo Park,Statistics,2.2,6 ratings,34%,4.8
Sunpeng Duan,Statistics,2.5,6 ratings,50%,2.7
Adam Waterbury,Statistics,3.4,5 ratings,60%,3.2
Julie Shan,Statistics,4.0,3 ratings,N/A,1.7
Theofanis Sapatinas,Statistics,2.5,2 ratings,N/A,3.5
Raj Sau,Statistics,4.5,2 ratings,N/A,2
Changyuan Li,Statistics,2.0,2 ratings,0%,4
Romuald Elie,Statistics,3.5,1 ratings,N/A,2
Jarad Niemi,Statistics,5.0,1 ratings,N/A,5
Jack Miller,Statistics,0.0,0 ratings,N/A,0
V. PALANIAPPAN,Statistics,0.0,0 ratings,N/A,0
Dawn Holmes,Statistics,3.4,148 ratings,50%,2.7
Saad Mouti,Statistics,2.4,70 ratings,39%,4.4
Andrew Carter,Statistics,3.1,68 ratings,53%,3
Katherine Shatskikh,Statistics,1.8,53 ratings,19%,4
Katie Coburn,Statistics,3.4,37 ratings,65%,2.8
Raisa Feldman,Statistics,2.9,29 ratings,70%,3.1
Laura Baracaldo,Statistics,1.8,21 ratings,15%,3.9
Puja Pandey,Statistics,4.3,16 ratings,82%,2.5
Hal Pedersen,Statistics,2.1,14 ratings,36%,3.9
Maryann Hohn,Statistics,4.2,13 ratings,77%,3.2
Alexander Shkolnik,Statistics,3.7,14 ratings,72%,4.1
Trevor Ruiz,Statistics,3.6,11 ratings,73%,2.8
Mengyang Michael Gu,Statistics,3.6,7 ratings,29%,3.4
CC Chronopoulou,Statistics,1.3,6 ratings,N/A,4.7
Roger Hayne,Statistics,2.6,5 ratings,40%,4.8
Sarah Marquis,Statistics,2.0,1 ratings,0%,5
Janet Duncan,Statistics,0.0,0 ratings,N/A,0
Mengye Gu,Statistics,0.0,0 ratings,N/A,0
Ingmar Sturm,Statistics,2.0,1 ratings,0%,4
Michael Nava,Statistics,2.3,70 ratings,30%,3.2
Wendy Meiring,Statistics,2.7,38 ratings,25%,3.6
Sang-Yun Oh,Statistics,2.3,26 ratings,43%,3.9
Guo Yu,Statistics,3.1,21 ratings,58%,3.5
Jacob Serup,Statistics,3.0,19 ratings,62%,3.7
Sveinn Olafsson,Statistics,3.9,19 ratings,91%,3.3
Yidan Sun,Statistics,2.6,17 ratings,42%,3.4
Michael Ludkovski,Statistics,3.3,16 ratings,56%,4
Radu Lazar,Statistics,2.5,14 ratings,N/A,3.4
Jaya Bishwal,Statistics,3.4,14 ratings,0%,2.8
Guillaume Bonnet,Statistics,2.2,13 ratings,N/A,2.5
Sreenivas Konda,Statistics,4.5,13 ratings,N/A,1.9
Neeraj Misra,Statistics,2.2,10 ratings,20%,4.1
Binh Pham,Statistics,3.3,8 ratings,N/A,3
Adam Tashman,Statistics,2.5,7 ratings,50%,2.7
Srikanth Iyer,Statistics,1.9,5 ratings,N/A,4.6
Jyh-Jen Shiau,Statistics,1.0,4 ratings,0%,5
Gareth Peters,Statistics,3.3,4 ratings,75%,3.8
Osvaldo Israel,Statistics,2.0,3 ratings,0%,4
Debasis Sengupta,Statistics,3.3,3 ratings,67%,4
Tan Ying,Statistics,4.6,5 ratings,100%,2.4
Varvara Kulikova,Statistics,4.5,2 ratings,N/A,1.5
Ali Abuzaid,Statistics,1.0,2 ratings,0%,3.5
Todd Gross,Statistics,4.0,1 ratings,N/A,3
Cosmin Borsa,Statistics,2.0,1 ratings,0%,5
Hal Pederson,Statistics,0.0,0 ratings,N/A,0
Brian Wainwright,Statistics,3.0,106 ratings,55%,3.4
Julie Swenson,Statistics,4.3,85 ratings,88%,3.1
Mack Galloway,Statistics,2.3,43 ratings,N/A,3.2
Myung Jiyoun,Statistics,2.8,41 ratings,47%,4
Ian Duncan,Statistics,2.8,23 ratings,47%,4.2
Zimu Zhu,Statistics,3.5,22 ratings,60%,3.6
Moritz Voss,Statistics,3.3,20 ratings,55%,3.8
Sudeep Bapat,Statistics,4.4,18 ratings,89%,3
Doris Padilla,Statistics,2.6,18 ratings,45%,3.4
Nils Detering,Statistics,2.8,17 ratings,48%,3.8
Roy Tania,Statistics,2.3,16 ratings,38%,4.4
Jingyi He,Statistics,1.3,15 ratings,7%,4.3
Travis Loux,Statistics,3.9,14 ratings,N/A,3
Stephane Guerrier,Statistics,3.0,14 ratings,N/A,2.5
Daniel Zanger,Statistics,1.6,11 ratings,19%,3.1
Rita Saha Ray,Statistics,3.5,11 ratings,64%,2.2
Vasudevan Mangalam,Statistics,2.8,8 ratings,0%,3.7
G P Brunick,Statistics,2.1,8 ratings,N/A,3.4
Giri Gopalan,Statistics,4.9,8 ratings,100%,2.3
Lizzie Spencer,Statistics,1.7,7 ratings,15%,3.9
Xiyue Liao,Statistics,2.7,6 ratings,50%,3.3
Marick Sinay,Statistics,3.8,5 ratings,N/A,3.2
Rohini Kumar,Statistics,3.5,4 ratings,N/A,3.3
Mingzhao Hu,Statistics,4.8,4 ratings,100%,2.5
Jean-Pierre Fouque,Statistics,3.8,4 ratings,50%,3
Rodrigo Targino,Statistics,1.0,4 ratings,0%,4.8
Pierre-Olivier Goffard,Statistics,4.3,3 ratings,100%,2.3
Panayiotis Skordi,Statistics,5.0,1 ratings,N/A,2
Fouskakis Dimitrsium,Statistics,4.5,1 ratings,N/A,1
Jason Freeberg,Statistics,5.0,1 ratings,100%,3
Bret Holladay,Statistics,5.0,1 ratings,100%,4
Gyrgy Terdik,Statistics,0.0,0 ratings,N/A,0
Youhong Lee,Statistics,0.0,0 ratings,N/A,0
Uma Ravat,Statistics,2.2,134 ratings,30%,4
John Hsu,Statistics,3.3,43 ratings,45%,3.1
Sreenivasa Jammalamadaka,Statistics,4.4,30 ratings,88%,2.4
Esteban Chavez,Statistics,3.5,22 ratings,N/A,3.7
ZHIJIAN LI,Statistics,2.5,17 ratings,24%,3.7
Tao Chen,Statistics,4.0,15 ratings,80%,3.7
Tomoyuki Ichiba,Statistics,3.8,15 ratings,78%,2.9
Rituparna Sen,Statistics,1.4,14 ratings,8%,4.7
Karen GRIGORIAN,Statistics,2.8,17 ratings,48%,3.3
Emanuele Taufer,Statistics,1.2,9 ratings,0%,4.6
Mengye Liu,Statistics,2.0,8 ratings,13%,4.3
Andrey Sarantsev,Statistics,4.0,7 ratings,100%,3.6
Brain Wainwright,Statistics,3.2,6 ratings,67%,3
Qiheng Steve Guo,Statistics,2.8,5 ratings,40%,3.4
Alexander Franks,Statistics,5.0,5 ratings,100%,3.2
Sooie-Hoe Loke,Statistics,2.3,3 ratings,34%,3
Mackenzie Wildman,Statistics,4.0,2 ratings,100%,4
Marco Frittelli,Statistics,4.3,2 ratings,N/A,2.5
Vilmos Prokaj,Statistics,1.5,2 ratings,N/A,4.5
Aritra Ghosal,Statistics,1.0,1 ratings,0%,5
Li Hsien Sun,Statistics,1.0,1 ratings,N/A,4
Juan Mejia,Statistics,0.0,0 ratings,N/A,0
Christina McMahon,Theater,4.2,18 ratings,100%,2
Eric Jorgensen,Theater,3.7,6 ratings,67%,3.2
Risa Brainin,Theater,4.8,6 ratings,100%,2.8
Ahmed Asi,Theater,4.8,5 ratings,100%,2.4
Marisa Plasencia,Theater,3.0,2 ratings,50%,3
Tiffany Lytle,Theater,5.0,2 ratings,100%,2.5
Letty Garcia Dahan,Theater,4.0,2 ratings,100%,2.5
Blythe Foster,Theater,5.0,1 ratings,N/A,1
Dan Hodnett,Theater,5.0,1 ratings,N/A,3
Marissa Guillen,Theater,2.5,1 ratings,N/A,4
Daniel Stein,Theater,5.0,1 ratings,100%,2
Jihye Kim,Theater,0.0,0 ratings,N/A,0
Kane Anderson,Theater,4.6,32 ratings,N/A,2.8
Suk-Young Kim,Theater,3.9,7 ratings,N/A,2.7
Greg Mitchell,Theater,2.7,7 ratings,29%,3.9
Jessica Valadez,Theater,4.2,6 ratings,84%,1.7
Charlotte Bremser,Theater,4.3,6 ratings,84%,1.8
Z Price,Theater,2.7,5 ratings,N/A,2.4
Clareann Despain,Theater,4.9,4 ratings,N/A,1.5
Stefani Overman-Tsai,Theater,3.3,4 ratings,100%,2.5
Ming Holden,Theater,5.0,2 ratings,100%,2
Francis Cowhig,Theater,4.5,2 ratings,100%,3.5
Cithli Ocampo,Theater,5.0,1 ratings,100%,3
Julie Fishell,Theater,0.0,0 ratings,N/A,0
Jessica Nakamura,Theater,4.8,6 ratings,100%,2
Michael Bernard,Theater,4.6,5 ratings,100%,1.8
Hala Baki,Theater,5.0,1 ratings,100%,3
Lydia Borowicz,Theater,0.0,0 ratings,N/A,0
Ninotchka Bennahum,Theater,2.1,45 ratings,15%,3.2
William Davies King,Theater,3.1,36 ratings,29%,2.8
Simon Williams,Theater,4.1,14 ratings,N/A,3
Vickie Scott,Theater,3.6,6 ratings,50%,2.7
Haddy Kreie,Theater,1.5,1 ratings,N/A,5
Michael Morgan,Theater,0.0,0 ratings,N/A,0
Shuji Nakamura,Theater,0.0,0 ratings,N/A,0
Arthur Fleck,Theater,0.0,0 ratings,N/A,0
Irwin Appel,Theater,4.2,20 ratings,100%,2.1
Carlos Morton,Theater,2.3,7 ratings,0%,2
Jesus Valencia Ramirez,Theater,5.0,3 ratings,100%,1.7
Andrew Schmedake,Theater,5.0,1 ratings,100%,4
Daniel Hodnett,Theater,4.5,1 ratings,N/A,3
Cole Remmen,Theater,0.0,0 ratings,N/A,0
Ann Sheffield,Theater,0.0,0 ratings,N/A,0
David White,Theology,3.5,103 ratings,57%,2.6
Magda Campo,Theology,4.4,30 ratings,100%,2.9
Ellie Hernandez,Women's Studies,2.8,34 ratings,45%,2.2
Dasa Francikova,Women's Studies,2.8,8 ratings,100%,2.8
Mimi Khuc,Women's Studies,2.5,4 ratings,100%,3.3
Jaqueline Bobo,Women's Studies,2.7,97 ratings,83%,2.6
Mireille Miller-Young,Women's Studies,4.0,44 ratings,90%,3.1
Laury Oaks,Women's Studies,4.4,40 ratings,100%,3
Chloe Diamond-Lenow,Women's Studies,4.7,6 ratings,100%,3.2
Hobson Emily,Women's Studies,4.5,1 ratings,N/A,3
Leila Rupp,Women's Studies,4.1,26 ratings,N/A,2.5
Jane Ward,Women's Studies,4.0,4 ratings,75%,1.5
Grace Chang,Women's Studies,3.5,87 ratings,72%,2.7
Ednie Garrison,Women's Studies,4.0,35 ratings,93%,2.1
Elieen Boris,Women's Studies,3.4,30 ratings,75%,2.6
Sarah Watkins,Women's Studies,4.4,8 ratings,N/A,2.5
Amber Gonzalez,Women's Studies,3.0,4 ratings,N/A,2.5
Caro Novella,Women's Studies,0.0,0 ratings,N/A,0
Oscar Gil,Women's Studies,2.7,6 ratings,N/A,2.2
Elizabeth Adan,Women's Studies,4.0,6 ratings,N/A,2.5
Miller Young,Women's Studies,4.7,6 ratings,80%,1.5
Meredith Heller,Women's Studies,4.2,3 ratings,N/A,3.7
Casey Pierce,Women's Studies,5.0,1 ratings,100%,4
Jennifer Tyburczy,Women's Studies,0.0,0 ratings,N/A,0
Christopher Dean,Writing,4.9,37 ratings,100%,1.7
Gina Vallis,Writing,4.6,35 ratings,N/A,2.1
Jennifer Johnson,Writing,4.7,30 ratings,100%,2
Nicole Warwick,Writing,4.8,29 ratings,91%,2.1
Nick Tingle,Writing,4.5,26 ratings,N/A,2
Scott Herndon,Writing,3.8,17 ratings,100%,2.9
Daniel Wuebben,Writing,4.9,17 ratings,100%,1.9
Kevin Moore,Writing,5.0,16 ratings,100%,2.3
Patricia Fancher,Writing,3.9,16 ratings,69%,3.2
Kevin Rutherford,Writing,4.3,14 ratings,79%,2.3
Jeffrey Hehmeyer,Writing,4.8,13 ratings,N/A,2.7
Ryan Boyd,Writing,4.8,11 ratings,N/A,3.4
Cissy Ross,Writing,4.4,10 ratings,100%,1.9
Tyler Branson,Writing,4.9,9 ratings,100%,2.6
Kali Yamboliev,Writing,2.6,8 ratings,13%,3.9
Jessica Zisa,Writing,1.8,9 ratings,23%,3.6
Karen Lunsford,Writing,4.8,7 ratings,100%,2.3
Heather Steffen,Writing,3.6,5 ratings,67%,3.4
Robert Speiser,Writing,4.8,4 ratings,100%,2.3
Sasha Metcalf,Writing,4.7,3 ratings,100%,1.7
Cheryl Jimenez Frei,Writing,2.7,3 ratings,34%,4.7
Alison Bjerke,Writing,3.5,3 ratings,N/A,2.7
Kendra Sarna,Writing,2.8,3 ratings,N/A,2.7
Katie Baillargeon,Writing,5.0,3 ratings,100%,2.3
Chris Nofziger,Writing,4.3,2 ratings,N/A,2
Lorna Gonzalez,Writing,5.0,1 ratings,N/A,1
Christopher Britton,Writing,4.0,1 ratings,0%,3
corina powers,Writing,0.0,0 ratings,N/A,0
James Donelan,Writing,3.9,93 ratings,65%,2.7
Jeffrey Hanson,Writing,4.8,45 ratings,87%,3
Auli Ek,Writing,3.3,44 ratings,43%,2.5
Elizabeth Saur,Writing,5.0,31 ratings,100%,2.5
Christian Thomas,Writing,4.9,27 ratings,100%,3
Brian Ernst,Writing,4.8,25 ratings,100%,2
Amy Small,Writing,3.5,21 ratings,58%,3.5
Deborah Harris-Moore,Writing,4.9,19 ratings,100%,2.2
Michael Petracca,Writing,4.8,17 ratings,N/A,1.8
Alli Johnson,Writing,4.7,14 ratings,93%,2.2
Jon Ramsey,Writing,4.6,12 ratings,N/A,2.5
Paul Mena,Writing,4.4,11 ratings,82%,2
Ceiridwen Terrill,Writing,4.8,9 ratings,N/A,1.6
Dan Pecchenino,Writing,4.8,9 ratings,N/A,2.9
Wendy Hurford,Writing,4.9,9 ratings,N/A,1.8
Kara Mae Brown,Writing,4.4,9 ratings,80%,3.4
Liberty Stanavage,Writing,4.6,7 ratings,N/A,2.1
John Schranck,Writing,4.6,9 ratings,89%,2.8
Ryan Minor,Writing,5.0,6 ratings,100%,2.3
Josh Mehler,Writing,3.8,5 ratings,100%,3.4
Dana hughes,Writing,4.6,5 ratings,100%,2
Shay Hopkins,Writing,4.6,4 ratings,100%,3
Jonathan Weedon,Writing,3.7,3 ratings,67%,3.3
Michael Albright,Writing,4.5,3 ratings,N/A,3.7
Thomas Christian,Writing,5.0,3 ratings,100%,2.3
Randi Browning,Writing,4.0,3 ratings,100%,2.7
Paul Barba,Writing,3.5,2 ratings,50%,2.5
Adam Morrison,Writing,4.5,1 ratings,N/A,2
DR Walker,Writing,4.0,1 ratings,N/A,4
Jennifer Hessler,Writing,4.0,1 ratings,100%,4
David Baillargeon,Writing,0.0,0 ratings,N/A,0
Robert Krut,Writing,4.8,74 ratings,89%,2.2
Mashey Bernstein,Writing,3.8,58 ratings,50%,3.9
Amanda Stansell,Writing,4.4,56 ratings,67%,2.4
Craig Cotich,Writing,4.3,44 ratings,70%,2.9
Leslie Hammer,Writing,4.4,38 ratings,84%,3
Caren Converse,Writing,4.8,36 ratings,100%,1.9
Ilene Miele,Writing,4.2,25 ratings,50%,1.9
Kathy Patterson,Writing,4.0,23 ratings,50%,2.7
Robert Samuels,Writing,3.5,21 ratings,60%,2.6
Jackson Warkentin,Writing,4.7,20 ratings,93%,2.8
Shanna Salinas,Writing,4.8,14 ratings,N/A,2.6
Madeline Sorapure,Writing,4.6,11 ratings,100%,2.4
Amy Propen,Writing,4.8,9 ratings,100%,1.7
Summer Star,Writing,4.3,8 ratings,N/A,3.5
Ellen Whittet,Writing,4.4,7 ratings,86%,2.4
Jeremy Moore,Writing,4.9,7 ratings,100%,3.1
Lisa Swanstrom,Writing,5.0,5 ratings,N/A,2.4
Can Aksoy,Writing,3.8,5 ratings,N/A,3.4
Julia Panko,Writing,4.1,4 ratings,N/A,3.3
Ali Rahman,Writing,5.0,4 ratings,100%,2.8
Loren Barroca,Writing,4.3,3 ratings,N/A,1.7
Jesse Halvorsen,Writing,4.5,3 ratings,N/A,2
Ryan Dippre,Writing,3.3,2 ratings,N/A,3.5
A J Burgin,Writing,5.0,2 ratings,100%,2.5
Laura Moore,Writing,4.0,2 ratings,100%,3
Kelly Whaling,Writing,5.0,2 ratings,100%,2
David McIntosh,Writing,4.0,1 ratings,100%,2
Martha Roberts,Writing,5.0,1 ratings,N/A,2
Katherine Evans,Writing,5.0,1 ratings,100%,3
Russell Rutherford,Writing,0.0,0 ratings,N/A,0
Francis Dunn,Writing,0.0,0 ratings,N/A,0
Gina Genova,Writing,4.5,46 ratings,100%,3.1
Roy Vallis,Writing,4.7,43 ratings,N/A,1.7
Janet Mizrahi,Writing,3.7,43 ratings,43%,3.8
Eva Braunstein,Writing,4.3,23 ratings,87%,3.5
Sarah Hirsch,Writing,4.9,23 ratings,100%,2.2
Marjorie Kruvand,Writing,2.1,21 ratings,34%,3.5
Lisa Avery,Writing,3.3,21 ratings,N/A,3.4
Daniel Frank,Writing,4.9,20 ratings,95%,2.4
Brett Land,Writing,4.7,17 ratings,N/A,2.1
John Haner,Writing,4.0,15 ratings,N/A,2.1
. Hirsch,Writing,4.6,11 ratings,N/A,1.7
Martha Webber,Writing,4.8,11 ratings,100%,2.5
Tymoteusz Chajdas,Writing,3.8,10 ratings,70%,2.9
. La France,Writing,3.7,9 ratings,N/A,3
Leigh Elion,Writing,4.6,9 ratings,89%,2.2
Eric Nebeker,Writing,3.7,9 ratings,100%,2.1
Ethan Tussey,Writing,3.1,5 ratings,N/A,1.8
Albert Silva,Writing,5.0,4 ratings,N/A,3
Lulezim Traga,Writing,1.9,4 ratings,N/A,4
Nomi Morris,Writing,3.0,3 ratings,67%,4.3
Kashia Arnold,Writing,5.0,2 ratings,100%,3
Elica Sue,Writing,5.0,2 ratings,100%,2.5
Evelyn Rick,Writing,5.0,1 ratings,100%,1
Melissa Rapp,Writing,5.0,1 ratings,100%,3
Julia Crisler,Writing,0.0,0 ratings,N/A,0
Demitra Good,Writing,0.0,0 ratings,N/A,0
Doug Bradley,Writing,4.8,48 ratings,100%,1.9
Peter Huk,Writing,4.5,40 ratings,100%,1.6
Ann Holms,Writing,4.0,38 ratings,100%,1.6
Olivia Walling,Writing,2.2,33 ratings,0%,4.3
Randalyn Browning,Writing,4.3,30 ratings,89%,2.8
Patrick McHugh,Writing,4.6,29 ratings,91%,2.2
Sarah Boggs,Writing,4.0,27 ratings,N/A,1.9
Mac Oliver,Writing,3.8,20 ratings,N/A,2.8
John Catalini,Writing,3.8,17 ratings,N/A,1.7
Kenneth Smith,Writing,4.9,15 ratings,100%,2.1
Alison Williams,Writing,3.5,13 ratings,70%,3
Anne Marcoline,Writing,3.1,10 ratings,N/A,3.4
Steve Pokornowski,Writing,3.9,8 ratings,100%,3.1
Eric Martinsen,Writing,4.4,6 ratings,N/A,1.7
Dipali Murti-Hali,Writing,4.3,4 ratings,100%,1.8
Kevin Hooge,Writing,4.3,3 ratings,N/A,1.3
Catherine Newell,Writing,3.5,2 ratings,N/A,3.5
Colleen HO,Writing,5.0,2 ratings,N/A,1
Patrick Ewing,Writing,4.0,2 ratings,N/A,3
Ryan Stodtmeister,Writing,5.0,2 ratings,N/A,2.5
Michelle Grue,Writing,5.0,2 ratings,100%,2
Misa Nguyen,Writing,5.0,2 ratings,100%,1.5
Shane Sprandio,Writing,1.0,1 ratings,0%,4
Linda Alder-Kassner,Writing,5.0,1 ratings,100%,1
Zack De Piero,Writing,0.0,0 ratings,N/A,0
Allison Bocchino,Writing,0.0,0 ratings,N/A,0
